step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,isFlaggedFraud,isFraud
235,103813.2,65363.0,0.0,0.0,103813.2,0,1,0,0,0,0,0
239,8321.01,3204.0,0.0,914846.71,923167.72,0,1,0,0,0,0,0
178,63805.51,597714.0,533908.49,31941.62,95747.13,0,1,0,0,0,0,0
131,163194.57,32622.0,0.0,3857962.25,4021156.81,0,1,0,0,0,0,0
47,1768.03,153571.0,151802.97,0.0,0.0,0,0,0,1,0,0,0
401,13144.42,41.08,0.0,0.0,0.0,0,0,0,1,0,0,0
184,100684.14,0.0,0.0,1867923.52,1968607.67,0,0,0,0,1,0,0
287,12980.5,21109.0,8128.5,0.0,0.0,0,0,0,1,0,0,0
164,126718.75,58118.0,0.0,488087.0,614805.76,0,1,0,0,0,0,0
188,35266.49,253673.01,218406.51,5644452.55,5679719.04,0,1,0,0,0,0,0
39,5837.27,91623.0,85785.73,0.0,0.0,0,0,0,1,0,0,0
350,65974.9,510144.09,576118.99,896911.59,830936.69,1,0,0,0,0,0,0
160,321699.9,0.0,0.0,707931.81,1029631.71,0,1,0,0,0,0,0
381,10657.73,22292.0,11634.27,0.0,0.0,0,0,0,1,0,0,0
307,5078.11,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
281,246.1,344490.0,344243.9,126292.75,126538.85,0,0,1,0,0,0,0
210,301240.32,0.0,0.0,12410966.74,12712207.07,0,1,0,0,0,0,0
380,302917.38,0.0,0.0,351367.08,654284.46,0,0,0,0,1,0,0
204,8663.87,198674.44,190010.57,0.0,0.0,0,0,0,1,0,0,0
202,50828.57,20005.0,0.0,43846.47,94675.03,0,1,0,0,0,0,0
683,73874.06,1271446.97,1345321.03,84633.0,10758.94,1,0,0,0,0,0,0
281,4536.33,29713.0,25176.67,0.0,0.0,0,0,0,1,0,0,0
694,301173.52,0.0,0.0,2141350.12,2442523.65,0,1,0,0,0,0,0
35,266176.9,0.0,0.0,1643569.21,1909746.11,0,1,0,0,0,0,0
206,42567.84,160017.0,117449.16,270741.47,313309.31,0,1,0,0,0,0,0
332,6505.17,0.0,0.0,289368.31,295873.48,0,1,0,0,0,0,0
18,124388.72,3077427.04,3201815.76,1381731.38,1279887.63,1,0,0,0,0,0,0
38,16861.9,20229554.59,20246416.48,35325.26,18463.37,1,0,0,0,0,0,0
21,58023.5,416993.78,475017.28,3724574.24,3937626.11,1,0,0,0,0,0,0
10,27493.29,1431495.48,1404002.2,0.0,0.0,0,0,0,1,0,0,0
370,15451.98,62048.0,46596.02,0.0,0.0,0,0,0,1,0,0,0
356,7950.44,23542.54,15592.1,0.0,0.0,0,0,0,1,0,0,0
10,27314.84,14161.09,0.0,0.0,0.0,0,0,0,1,0,0,0
44,329713.82,0.0,0.0,402095.9,731809.72,0,0,0,0,1,0,0
229,37023.11,151597.0,114573.89,769385.1,806408.21,0,1,0,0,0,0,0
249,199385.67,0.0,0.0,230628.83,430014.5,0,1,0,0,0,0,0
154,582902.79,0.0,0.0,2309869.5,2892772.3,0,0,0,0,1,0,0
42,225698.86,436.0,0.0,0.0,225698.86,0,1,0,0,0,0,0
302,248415.02,51515.0,299930.02,0.0,0.0,1,0,0,0,0,0,0
211,2673.83,758.0,0.0,0.0,0.0,0,0,0,1,0,0,0
162,8415.31,515.49,0.0,0.0,0.0,0,0,0,1,0,0,0
403,128131.91,0.0,0.0,3780327.62,3999096.65,0,1,0,0,0,0,0
9,13796.66,0.0,0.0,4257991.45,4233524.7,0,1,0,0,0,0,0
17,1356797.41,0.0,0.0,1626270.58,2983067.99,0,0,0,0,1,0,0
40,286136.14,0.0,0.0,833145.51,1119281.65,0,1,0,0,0,0,0
396,100586.23,51725.0,0.0,24359.54,124945.77,0,1,0,0,0,0,0
354,6791.26,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
228,249199.18,0.0,0.0,1215197.95,1464397.14,0,1,0,0,0,0,0
282,5053.1,187467.0,182413.9,0.0,0.0,0,0,0,1,0,0,0
525,6991.67,154385.36,147393.69,0.0,0.0,0,0,0,1,0,0,0
41,9345.98,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
202,11103.89,28959.0,17855.11,0.0,0.0,0,0,0,1,0,0,0
137,142761.08,20067.0,0.0,30420.0,173181.08,0,0,0,0,1,0,0
321,33907.97,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
717,1240.25,33747.0,32506.75,0.0,0.0,0,0,0,1,0,0,0
155,116597.8,389320.0,505917.8,0.0,0.0,1,0,0,0,0,0,0
225,15992.55,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
95,355504.32,205.0,0.0,284961.67,640465.99,0,0,0,0,1,0,0
258,196144.73,92270.92,0.0,4689404.91,4885549.64,0,1,0,0,0,0,0
346,33254.44,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
282,51269.31,862.0,0.0,0.0,51269.31,0,1,0,0,0,0,0
39,172823.71,4828094.74,5000918.45,978405.05,805581.34,1,0,0,0,0,0,0
277,221885.63,10480.0,0.0,1810213.6,2415857.1,0,1,0,0,0,0,0
11,16529.63,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
161,95345.5,256981.0,352326.5,0.0,0.0,1,0,0,0,0,0,0
371,25635.49,40649.0,15013.51,0.0,0.0,0,0,0,1,0,0,0
397,225682.27,32929.0,258611.27,0.0,0.0,1,0,0,0,0,0,0
321,18009.15,501483.24,483474.08,0.0,0.0,0,0,0,1,0,0,0
215,13161.71,4487.89,0.0,0.0,0.0,0,0,0,1,0,0,0
331,1044560.52,0.0,0.0,1374069.8,2418630.32,0,0,0,0,1,0,0
251,320561.68,0.0,0.0,631432.89,951994.57,0,1,0,0,0,0,0
212,55679.27,585232.27,529553.0,0.0,0.0,0,0,0,1,0,0,0
307,56225.3,732.0,0.0,285988.62,342213.92,0,1,0,0,0,0,0
250,195122.26,64502.78,0.0,238279.92,433402.19,0,1,0,0,0,0,0
311,219869.39,51600.0,0.0,0.0,219869.39,0,0,0,0,1,0,0
140,43000.59,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
35,384172.62,198887.0,583059.62,4030258.9,3646086.28,1,0,0,0,0,0,0
351,10333.94,21571.0,11237.06,0.0,0.0,0,0,0,1,0,0,0
14,60185.94,5087.0,0.0,510766.9,998601.22,0,0,0,0,1,0,0
406,5794.5,0.0,0.0,970137.14,975931.64,0,1,0,0,0,0,0
321,7279.04,49611.0,42331.96,0.0,0.0,0,0,0,1,0,0,0
162,21873.55,4044634.67,4066508.22,10613686.09,10591812.54,1,0,0,0,0,0,0
21,10501.18,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
157,910045.85,0.0,0.0,2728916.57,3638962.41,0,0,0,0,1,0,0
19,2237.92,45272.02,43034.11,0.0,0.0,0,0,0,1,0,0,0
138,30811.8,49103.0,18291.2,65648.11,19903.36,0,1,0,0,0,0,0
311,150961.32,0.0,0.0,746396.22,897357.54,0,1,0,0,0,0,0
378,208169.57,835990.09,1044159.66,327650.12,119480.55,1,0,0,0,0,0,0
393,83917.89,67875.0,0.0,0.0,83917.89,0,1,0,0,0,0,0
129,310233.92,31433.0,341666.92,2511760.13,2201526.21,1,0,0,0,0,0,0
23,8804.55,700.0,0.0,0.0,0.0,0,0,0,1,0,0,0
545,4708.77,1248.0,0.0,0.0,0.0,0,0,0,1,0,0,0
233,141998.2,0.0,0.0,634012.03,776010.23,0,1,0,0,0,0,0
398,93817.22,0.0,0.0,2335596.78,2429414.0,0,1,0,0,0,0,0
596,85252.33,24930.0,110182.33,829745.72,744493.39,1,0,0,0,0,0,0
284,3940554.22,0.0,0.0,10675050.6,14615604.82,0,0,0,0,1,0,0
204,1108.61,18539.0,17430.39,0.0,0.0,0,0,0,1,0,0,0
43,133212.54,10169.0,0.0,0.0,133212.54,0,1,0,0,0,0,0
137,62010.05,1100.0,0.0,0.0,62010.05,0,1,0,0,0,0,0
188,11016.58,25301.0,14284.42,0.0,0.0,0,0,0,1,0,0,0
158,44988.25,5587.0,50575.25,128385.45,83397.2,1,0,0,0,0,0,0
376,217160.96,10798.0,0.0,0.0,217160.96,0,1,0,0,0,0,0
19,204375.4,31729.0,0.0,0.0,204375.4,0,1,0,0,0,0,0
178,180609.26,56097.0,236706.26,75873.92,0.0,1,0,0,0,0,0,0
133,82742.46,207461.19,124718.72,0.0,82742.46,0,1,0,0,0,0,0
350,482347.67,312546.0,794893.67,1542974.39,1060626.72,1,0,0,0,0,0,0
304,37689.82,4037295.51,4074985.34,7039082.19,7001392.37,1,0,0,0,0,0,0
308,60350.59,186990.0,126639.41,58317.69,118668.28,0,1,0,0,0,0,0
329,33798.34,7914.8,0.0,1591047.95,1624846.29,0,1,0,0,0,0,0
370,95737.61,117085.0,212822.61,636434.56,540696.94,1,0,0,0,0,0,0
298,138358.33,24070.0,0.0,4781063.76,4919422.09,0,1,0,0,0,0,0
40,72261.13,18961.0,91222.13,129690.94,57429.81,1,0,0,0,0,0,0
20,2889.08,162248.31,159359.23,0.0,0.0,0,0,0,1,0,0,0
208,6909.22,59736.56,52827.33,0.0,0.0,0,0,0,1,0,0,0
16,89476.15,8740117.54,8829593.69,288893.3,169572.87,1,0,0,0,0,0,0
13,353404.81,0.0,0.0,466527.12,819931.93,0,1,0,0,0,0,0
37,157744.8,10141.0,0.0,0.0,157744.8,0,1,0,0,0,0,0
228,165844.14,70543.0,0.0,0.0,165844.14,0,1,0,0,0,0,0
306,141824.3,9930956.53,10072780.83,1223240.24,1081415.94,1,0,0,0,0,0,0
159,8540.78,35124.0,26583.22,0.0,0.0,0,0,0,1,0,0,0
48,1272.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
42,125948.68,0.0,0.0,180758.4,306707.08,0,1,0,0,0,0,0
393,193967.31,30334.0,0.0,0.0,193967.31,0,1,0,0,0,0,0
177,95410.67,79253.0,174663.67,218870.65,123459.98,1,0,0,0,0,0,0
228,7320.45,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
187,134208.99,1895762.82,2029971.8,1641752.47,1515211.38,1,0,0,0,0,0,0
359,2273025.01,49829.89,0.0,6764935.01,9037960.02,0,0,0,0,1,0,0
284,68790.75,5551.0,0.0,99796.1,168586.84,0,1,0,0,0,0,0
277,196343.34,248730.26,52386.92,10186862.77,10383206.11,0,1,0,0,0,0,0
563,277301.61,0.0,0.0,582488.7,859790.31,0,1,0,0,0,0,0
400,49809.87,9999.0,0.0,0.0,0.0,0,0,0,1,0,0,0
155,419762.42,9632738.09,10052500.51,2057938.52,1638176.1,1,0,0,0,0,0,0
357,1994.9,34454.0,32459.1,0.0,1994.9,0,1,0,0,0,0,0
184,2085.88,31911.0,29825.12,0.0,0.0,0,0,0,1,0,0,0
132,253016.06,944.0,0.0,0.0,253016.06,0,1,0,0,0,0,0
255,949.73,54073.0,53123.27,0.0,0.0,0,0,0,1,0,0,0
687,83793.88,2089642.13,2173436.01,703524.04,619730.16,1,0,0,0,0,0,0
400,118978.81,10616.11,0.0,607452.57,726431.39,0,1,0,0,0,0,0
164,101461.87,0.0,0.0,118936.14,220398.01,0,1,0,0,0,0,0
370,187499.97,492688.2,680188.17,751075.22,563575.25,1,0,0,0,0,0,0
187,2893.89,31253.15,28359.26,0.0,0.0,0,0,0,1,0,0,0
398,75190.02,7566.0,82756.02,566515.68,491325.66,1,0,0,0,0,0,0
401,143842.58,68336.0,212178.58,4631373.58,4487531.0,1,0,0,0,0,0,0
297,115375.51,4133649.43,4249024.95,431991.33,316615.82,1,0,0,0,0,0,0
371,100596.11,0.0,0.0,131954.97,232551.07,0,1,0,0,0,0,0
10,288135.93,22515.0,0.0,304063.91,665808.57,0,1,0,0,0,0,0
34,235484.5,937406.02,1172890.52,840301.98,604817.48,1,0,0,0,0,0,0
44,143629.7,72490.0,216119.7,0.0,0.0,1,0,0,0,0,0,0
179,22961.38,108404.0,85442.62,0.0,0.0,0,0,0,1,0,0,0
299,75635.52,56381.0,0.0,0.0,75635.52,0,1,0,0,0,0,0
6,33857.1,110981.8,77124.71,0.0,0.0,0,0,0,1,0,0,0
590,272023.18,61890.0,333913.18,140864.81,0.0,1,0,0,0,0,0,0
298,499262.41,502475.0,3212.59,0.0,499262.41,0,1,0,0,0,0,0
191,2022.67,14306.0,12283.33,0.0,0.0,0,0,0,1,0,0,0
370,153195.06,29903.0,0.0,0.0,153195.06,0,1,0,0,0,0,0
19,558153.86,0.0,0.0,673276.99,1368936.7,0,0,0,0,1,0,0
349,14113.42,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
21,174071.46,2190.0,0.0,914958.48,1089029.94,0,1,0,0,0,0,0
180,8471.46,99351.0,90879.54,0.0,0.0,0,0,0,1,0,0,0
16,10388.63,0.0,0.0,568063.08,578451.71,0,0,0,0,1,0,0
347,663533.72,41652.0,0.0,0.0,663533.72,0,0,0,0,1,0,0
206,138210.79,19155.0,0.0,0.0,87894.92,0,1,0,0,0,0,0
252,148517.58,3148.0,151665.58,0.0,0.0,1,0,0,0,0,0,0
237,483869.81,0.0,0.0,2119628.31,2603498.12,0,0,0,0,1,0,0
277,1724.58,165232.41,163507.83,456061.56,457786.15,0,0,1,0,0,0,0
37,144192.02,0.0,0.0,803170.16,947362.18,0,1,0,0,0,0,0
164,145925.71,11468.0,0.0,350267.11,496192.83,0,1,0,0,0,0,0
326,7500.03,29894.0,22393.97,56043.88,63543.91,0,1,0,0,0,0,0
15,2040.14,1392720.81,1390680.67,0.0,0.0,0,0,0,1,0,0,0
15,231095.29,152934.0,384029.29,2115179.51,1884084.22,1,0,0,0,0,0,0
191,1616.99,47576.0,45959.01,0.0,0.0,0,0,0,1,0,0,0
312,36301.15,0.0,0.0,332675.16,368976.31,0,1,0,0,0,0,0
260,5613.22,10100.0,4486.78,0.0,0.0,0,0,0,1,0,0,0
9,109911.1,0.0,0.0,310808.25,420719.35,0,1,0,0,0,0,0
234,330545.15,21100258.78,21430803.93,1320331.69,989786.54,1,0,0,0,0,0,0
260,108396.77,0.0,0.0,753911.7,862308.46,0,0,0,0,1,0,0
235,152892.2,306057.0,458949.2,64435.35,0.0,1,0,0,0,0,0,0
398,99378.74,0.0,0.0,128416.83,227795.57,0,1,0,0,0,0,0
378,125306.11,80432.0,0.0,14081.72,139387.83,0,1,0,0,0,0,0
214,63979.11,18645.61,0.0,0.0,0.0,0,0,0,1,0,0,0
324,11925.75,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
284,136695.38,3937079.26,4073774.64,1536382.63,1399687.25,1,0,0,0,0,0,0
134,40720.21,262000.1,221279.89,0.0,0.0,0,0,0,1,0,0,0
189,247.53,79738.0,79490.47,0.0,0.0,0,0,0,1,0,0,0
329,281649.48,2675676.79,2957326.27,551187.85,269538.38,1,0,0,0,0,0,0
283,2873.71,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
136,124937.01,17474.0,0.0,500037.88,624974.89,0,1,0,0,0,0,0
40,192774.94,1619.0,0.0,20848.0,489083.49,0,1,0,0,0,0,0
178,9386.51,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
229,38955.71,21293.0,0.0,0.0,0.0,0,0,0,1,0,0,0
43,1488946.35,120828.0,0.0,519782.0,2008728.36,0,0,0,0,1,0,0
377,187188.12,450314.53,263126.41,1046352.79,1233540.91,0,1,0,0,0,0,0
371,292117.73,20296.0,312413.73,219860.49,0.0,1,0,0,0,0,0,0
325,289241.71,20976.0,310217.71,0.0,0.0,1,0,0,0,0,0,0
308,10050.29,79937.03,69886.74,0.0,0.0,0,0,0,1,0,0,0
281,69622.42,132392.0,202014.42,4307443.02,4237820.6,1,0,0,0,0,0,0
349,61564.1,213316.0,151751.9,0.0,61564.1,0,1,0,0,0,0,0
122,62929.87,5960266.93,6023196.8,1269964.73,1207034.86,1,0,0,0,0,0,0
379,269608.43,0.0,0.0,295668.12,561613.74,0,1,0,0,0,0,0
354,787.99,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
476,70441.86,0.0,0.0,167773.35,238215.21,0,1,0,0,0,0,0
236,7110.35,2735.0,0.0,0.0,0.0,0,0,0,1,0,0,0
190,583.46,407518.0,406934.54,0.0,0.0,0,0,0,1,0,0,0
374,38150.86,12555.0,0.0,674515.02,712665.88,0,1,0,0,0,0,0
372,1190.16,182356.25,181166.08,0.0,0.0,0,0,0,1,0,0,0
185,11895.85,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
157,15347.1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
353,1382.12,2347.0,964.88,0.0,0.0,0,0,0,1,0,0,0
139,76421.75,340.0,76761.75,0.0,0.0,1,0,0,0,0,0,0
345,6852.7,19841.0,12988.3,0.0,0.0,0,0,0,1,0,0,0
399,25489.04,26298.0,808.96,0.0,0.0,0,0,0,1,0,0,0
34,1014.42,13086.0,12071.58,0.0,0.0,0,0,0,1,0,0,0
205,666517.56,86990.0,0.0,909419.99,1575937.55,0,1,0,0,0,0,0
493,19772.41,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
134,8542.66,2763.0,0.0,0.0,0.0,0,0,0,1,0,0,0
34,131467.6,155699.8,24232.2,8870613.75,8878097.03,0,1,0,0,0,0,0
36,1442090.45,35340.0,0.0,275445.71,1717536.16,0,0,0,0,1,0,0
403,446775.48,2916611.99,3363387.47,636309.76,189534.28,1,0,0,0,0,0,0
19,8454.0,21202.0,12748.0,0.0,0.0,0,0,0,1,0,0,0
306,6359.78,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
251,241608.6,26076522.88,26318131.48,249866.69,8258.09,1,0,0,0,0,0,0
327,317268.25,9178.0,326446.25,32623.91,0.0,1,0,0,0,0,0,0
282,3674.35,190070.38,186396.03,0.0,0.0,0,0,0,1,0,0,0
308,6090.22,0.0,0.0,557675.49,563765.71,0,1,0,0,0,0,0
328,37795.28,80519.0,42723.72,0.0,0.0,0,0,0,1,0,0,0
177,8061.94,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
323,36383.82,13597888.99,13634272.81,85546.86,49163.04,1,0,0,0,0,0,0
308,45771.3,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
210,119136.59,15185.0,0.0,2084992.08,2204128.67,0,1,0,0,0,0,0
164,334828.75,21339.0,0.0,0.0,334828.75,0,0,0,0,1,0,0
369,16637.65,22555.0,5917.35,0.0,0.0,0,0,0,1,0,0,0
299,99150.08,156082.0,56931.92,0.0,99150.08,0,1,0,0,0,0,0
275,6173.54,227999.0,221825.46,0.0,0.0,0,0,0,1,0,0,0
286,153230.12,15542.0,0.0,15194010.06,15347240.18,0,1,0,0,0,0,0
185,4697.33,10648.0,5950.67,0.0,0.0,0,0,0,1,0,0,0
205,101353.29,7169294.25,7270647.54,1026521.18,1206592.33,1,0,0,0,0,0,0
203,292190.19,807.0,292997.19,2153309.01,1861118.81,1,0,0,0,0,0,0
234,12338.78,271822.07,284160.85,47365.06,35026.28,1,0,0,0,0,0,0
352,408881.15,0.0,0.0,1528224.84,1937105.99,0,0,0,0,1,0,0
204,140906.2,0.0,0.0,767831.9,908738.1,0,1,0,0,0,0,0
398,36218.04,0.0,0.0,244606.26,280824.3,0,1,0,0,0,0,0
38,69071.44,0.0,0.0,1728123.03,1797194.47,0,1,0,0,0,0,0
277,6875.84,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
281,117583.96,0.0,0.0,2177530.54,2295114.5,0,1,0,0,0,0,0
138,94191.8,30197.96,0.0,107271.16,201462.96,0,1,0,0,0,0,0
349,24005.33,127808.43,103803.11,0.0,0.0,0,0,0,1,0,0,0
382,5248.13,227155.0,221906.87,0.0,0.0,0,0,0,1,0,0,0
255,54451.59,1729910.67,1784362.26,398847.86,344396.27,1,0,0,0,0,0,0
44,196405.05,0.0,0.0,375886.98,572292.03,0,1,0,0,0,0,0
306,5114.12,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
212,1697.39,10539.0,8841.61,0.0,0.0,0,0,0,1,0,0,0
209,559170.44,51545.0,0.0,0.0,559170.44,0,0,0,0,1,0,0
331,9545.16,41891.8,32346.64,0.0,0.0,0,0,0,1,0,0,0
183,201883.42,770964.0,569080.58,3112135.8,3314019.23,0,1,0,0,0,0,0
42,84401.09,460049.93,375648.85,158304.33,242705.42,0,1,0,0,0,0,0
378,92674.1,38755.74,0.0,244286.34,336960.44,0,1,0,0,0,0,0
235,12457.9,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
302,7171.05,316928.21,309757.16,0.0,0.0,0,0,0,1,0,0,0
33,9205.25,82936.38,73731.13,0.0,0.0,0,0,0,1,0,0,0
380,2904.94,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
44,307245.04,0.0,0.0,1783198.12,2090443.16,0,1,0,0,0,0,0
227,409608.81,0.0,0.0,3783846.87,4193455.68,0,1,0,0,0,0,0
375,391997.67,66909.0,0.0,79938.8,471936.47,0,1,0,0,0,0,0
690,221517.25,23665.0,245182.25,190508.99,0.0,1,0,0,0,0,0,0
404,64397.72,11402.0,0.0,259731.09,324128.81,0,1,0,0,0,0,0
160,10000.06,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
202,8428.27,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
187,157840.87,31138.0,0.0,906083.06,1063923.93,0,1,0,0,0,0,0
283,202439.88,32041.0,0.0,79839.02,282278.89,0,1,0,0,0,0,0
253,53601.85,14109.0,0.0,0.0,53601.85,0,1,0,0,0,0,0
401,188921.68,0.0,0.0,628056.72,816978.4,0,0,0,0,1,0,0
283,21288.33,51011.85,29723.52,0.0,0.0,0,0,0,1,0,0,0
400,135748.17,348649.0,212900.83,326435.1,462183.27,0,1,0,0,0,0,0
274,13507.67,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
300,115608.23,0.0,0.0,6879604.38,6995212.62,0,1,0,0,0,0,0
39,32543.93,4143821.95,4176365.88,9888200.21,10080471.34,1,0,0,0,0,0,0
20,3734.62,1276.0,0.0,0.0,0.0,0,0,0,1,0,0,0
250,7068.52,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
16,265274.87,8610786.23,8876061.1,6755517.12,6635447.85,1,0,0,0,0,0,0
299,8788.26,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
185,294685.05,7125.0,0.0,2646321.67,2941006.72,0,1,0,0,0,0,0
371,385804.27,0.0,0.0,3068073.17,3453877.45,0,1,0,0,0,0,0
215,4358.23,9272.0,4913.77,0.0,0.0,0,0,0,1,0,0,0
347,26790.87,0.0,0.0,111959.11,138749.97,0,1,0,0,0,0,0
207,183313.43,636754.26,820067.69,1648414.96,1465101.53,1,0,0,0,0,0,0
300,5222.13,23755.32,18533.19,0.0,0.0,0,0,0,1,0,0,0
330,10277.87,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
394,14653.72,351693.0,337039.28,0.0,0.0,0,0,0,1,0,0,0
402,42418.3,0.0,0.0,410346.35,452764.65,0,0,0,0,1,0,0
36,38794.95,12094.72,0.0,0.0,0.0,0,0,0,1,0,0,0
375,43143.14,432181.0,389037.86,0.0,0.0,0,0,0,1,0,0,0
369,18159.8,498.0,0.0,0.0,0.0,0,0,0,1,0,0,0
525,320648.27,8708352.08,9029000.35,1490569.75,1169921.48,1,0,0,0,0,0,0
403,241747.36,18892.0,0.0,807441.52,1049188.88,0,1,0,0,0,0,0
595,520147.1,6906365.86,7426512.96,5589201.64,5069054.53,1,0,0,0,0,0,0
382,19471.51,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
259,63386.7,1931686.08,1995072.77,708380.31,644993.62,1,0,0,0,0,0,0
20,14445.22,610.7,0.0,0.0,0.0,0,0,0,1,0,0,0
142,7499.37,50178.0,42678.63,0.0,0.0,0,0,0,1,0,0,0
226,511082.99,0.0,0.0,734341.14,1245424.13,0,1,0,0,0,0,0
354,179114.2,0.0,0.0,547179.56,726293.76,0,1,0,0,0,0,0
17,283848.04,50301.0,0.0,516552.63,800400.66,0,1,0,0,0,0,0
42,6937.75,113077.84,106140.09,0.0,0.0,0,0,0,1,0,0,0
139,85605.14,21119.0,106724.14,0.0,0.0,1,0,0,0,0,0,0
130,413438.21,473.0,0.0,372026.19,785464.4,0,1,0,0,0,0,0
283,2180326.74,0.0,0.0,12645506.14,14825832.88,0,0,0,0,1,0,0
259,55412.52,137555.0,82142.48,121660.81,177073.33,0,1,0,0,0,0,0
10,27353.02,4531.0,0.0,0.0,0.0,0,0,0,1,0,0,0
370,142095.88,4021343.0,4163438.89,254022.46,111926.57,1,0,0,0,0,0,0
380,5446.53,77639.0,72192.47,10196304.74,10201751.27,0,0,1,0,0,0,0
237,61836.84,72458.0,10621.16,324142.87,385979.71,0,1,0,0,0,0,0
206,4834.59,15028.0,10193.41,0.0,0.0,0,0,0,1,0,0,0
370,119230.72,0.0,0.0,1767031.11,1886261.83,0,1,0,0,0,0,0
230,32465.05,363233.0,395698.05,0.0,0.0,1,0,0,0,0,0,0
41,1192.43,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
352,28391.77,11098.0,0.0,375779.0,404170.78,0,1,0,0,0,0,0
40,7080.28,5691335.19,5698415.47,233547.16,226466.88,1,0,0,0,0,0,0
227,25239.07,31318.0,6078.93,0.0,0.0,0,0,0,1,0,0,0
44,8779.1,0.0,0.0,253189.62,261968.72,0,1,0,0,0,0,0
229,215174.39,358520.87,143346.48,251522.73,466697.12,0,1,0,0,0,0,0
396,63252.91,2070.0,0.0,0.0,0.0,0,0,0,1,0,0,0
544,140507.24,40916.0,0.0,122410.39,262917.63,0,1,0,0,0,0,0
371,18564.45,47097.7,28533.25,0.0,0.0,0,0,0,1,0,0,0
42,52071.49,5041779.99,5093851.47,1367744.37,1315672.88,1,0,0,0,0,0,0
280,12512.1,19509.46,6997.36,0.0,0.0,0,0,0,1,0,0,0
144,287377.41,17043.08,0.0,7419132.18,7706509.58,0,1,0,0,0,0,0
253,1624160.91,0.0,0.0,2454359.21,4078520.12,0,0,0,0,1,0,0
401,510670.41,25311.0,535981.41,155808.7,0.0,1,0,0,0,0,0,0
188,553.39,500.0,0.0,0.0,0.0,0,0,0,1,0,0,0
278,230614.52,78560.0,0.0,0.0,230614.52,0,1,0,0,0,0,0
38,86116.0,0.0,0.0,101020.05,187136.05,0,0,0,0,1,0,0
184,1020701.9,0.0,0.0,1355087.59,2375789.49,0,0,0,0,1,0,0
209,3079.76,53207.0,50127.24,8844713.52,8847793.28,0,0,1,0,0,0,0
43,15041.93,28449.0,13407.07,0.0,0.0,0,0,0,1,0,0,0
393,19327.05,17783.0,0.0,0.0,0.0,0,0,0,1,0,0,0
20,72264.13,0.0,0.0,623438.87,695703.01,0,1,0,0,0,0,0
394,1228168.79,0.0,0.0,5527700.57,6755869.37,0,0,0,0,1,0,0
236,3729.93,112650.0,108920.07,0.0,0.0,0,0,0,1,0,0,0
249,106360.03,0.0,0.0,186490.91,292850.94,0,1,0,0,0,0,0
38,65453.53,5058915.46,5124368.98,2198055.77,2132602.25,1,0,0,0,0,0,0
203,6386.96,49048.0,42661.04,0.0,0.0,0,0,0,1,0,0,0
249,9189.19,52563.0,43373.81,0.0,0.0,0,0,0,1,0,0,0
183,5126.73,30162.0,25035.27,0.0,0.0,0,0,0,1,0,0,0
156,122856.45,14509.0,0.0,1929015.21,2051871.65,0,1,0,0,0,0,0
282,7459.12,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
179,1867247.54,0.0,0.0,6549369.39,8416616.93,0,0,0,0,1,0,0
14,169360.91,693249.0,523888.09,0.0,144178.81,0,1,0,0,0,0,0
162,296917.87,0.0,0.0,947601.71,1244519.57,0,1,0,0,0,0,0
